ranking;empresa_raw;peer_id;pnc_miles_bs;rt_bruto_miles_bs;reaseguro_cedido_miles_bs;rt_neto_miles_bs;gestion_general_miles_bs;saldo_operaciones_miles_bs;pct_saldo_sobre_pnc;year;month;fecha_periodo;archivo_fuente
1;Adriática de Seguros, C.A.;adriatica de seguros c a;35.1685200000002;0.0;35.1685200000002;125.44992;160.61844;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
2;Altamira C.A., Seguros;altamira c a seguros;138301.62087;-157880.83214;-19579.21127;135228.99208;115649.78081;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
3;American International, C.A. de Seguros;american international c a de seguro;29432.01218;-14738.1157;14693.89648;9367.24722;24061.1437;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
4;Andes C.A., Seguros Los;andes c a seguros los;779.915669999888;-25920.46047;-25140.5448000001;598.97174;-24541.57306;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
5;Aseguradora Nacional Unida Uniseguros, S.A.;aseguradora nacional unida uniseguro;86312.5916500001;-77428.50204;8884.08961000011;1390.1584;10274.24801;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
6;Ávila C.A., de Seguros;avila c a de seguros;-12752.74706;-2108.04492;-14860.79198;9446.85795;-5413.93403;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
7;Banesco Seguros C.A.;banesco;40895.3154500004;-32575.3634;8319.95205000048;10581.7245;18901.67655;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
8;Atrio Seguros C.A., (antes Seguros Comerciales Bolívar);atrio seguros c a (antes seguros com;2886.30525000002;3523.33341;6409.63866000002;-6007.03554;402.60312;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
9;Bolivariana de Seguros y Reaseguros, C.A.;bolivariana de seguros y reaseguros ;-576.838709999996;-184.76954;-761.608249999996;-236.01586;-997.62411;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
10;Vivir Seguros C.A., (antes Canarias de Venezuela C.A);vivir seguros c a (antes canarias de;-6253.53484000032;-14392.8451400002;-20646.3799800005;22991.7873;2345.40732;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
11;Carabobo C.A., Seguros;carabobo c a seguros;1616.69383000002;-2668.82659;-1052.13275999998;241.0634;-811.06936;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
12;Caracas de Liberty Mutual C.A., Seguros;caracas;421202.555650004;-194614.2803;226588.275350004;162362.21435;388950.4897;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
13;Caroní, C.A., Seguros;caroni c a seguros;11568.7899;491.803210000008;12060.59311;-3884.09164;8176.50147;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
14;Catatumbo C.A., Seguros;catatumbo c a seguros;28837.5576000002;-29551.5922999999;-714.03469999975;10788.75456;10074.71986;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
15;Constitución C.A., Seguros;constitucion;31863.22559;-7296.92677000009;24566.29882;-12596.92381;11969.37501;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
16;Corporativos C.A., Seguros;corporativos c a seguros;29147.97862;-105.07852;29042.9001;-5040.17154;24002.72856;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
17;Estar Seguros, S.A. (antes Royal & Sunalliance, S.A.);estar seguros s a (antes royal & sun;57126.2740499998;-63853.2168400001;-6726.94279000027;9144.93516;2417.99237;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
18;Fé C.A., Seguros La;fe c a seguros la;39934.22151;0.0;39934.22151;-15374.38288;24559.83863;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
19;Federal C.A., Seguros;federal c a seguros;-733196.31103;3455.14987;-729741.16116;-1275.20033;-731016.36149;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
20;Guayana C.A., Seguros;guayana c a seguros;6135.93359000002;1489.70088;7625.63447000001;1113.66322;8739.29769;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
21;Hispana de Seguros, C.A.;hispana;10245.70399;-6496.11556999999;3749.58841999997;-3182.06839;567.52003;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
22;Horizonte, C.A. Seguros;horizonte c a seguros;220336.82913;-49138.78615;171198.04298;-31096.05501;140101.98797;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
23;Iberoamericana de Seguros C.A.;iberoamericana de seguros c a;32526.82602;-19054.67171;13472.15431;-7596.15919;5875.99512;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
24;Interbank Seguros S.A.;interbank seguros s a;6083.62855999999;-1980.1991;4103.42945999999;2071.63025;6175.05971;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
25;Internacional, C.A. de Seguros La;La Internacional;1952.64104000001;-1013.12722;939.513820000011;-189.57389;749.93993;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
26;Mapfre La Seguridad, C.A. de Seguros;mapfre;-17474.9827799997;57127.24509;39652.2623100003;86884.04072;126536.30303;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
27;Mercantil C.A., Seguros;mercantil;83210.4184699988;-56902.7487800001;26307.6696899986;58077.48633;84385.15602;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
28;Multinacional de Seguros C.A.;multinacional de seguros c a;66058.6139800004;-34601.1705200001;31457.4434600003;1847.60331;33305.04677;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
29;Mundial, C.A.V. de Seguros de Crédito La;mundial c a v de seguros de credito ;1424.05784;-2055.28441;-631.226570000001;-109.9723;-741.19887;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
30;Nuevo Mundo S.A., Seguros;nuevo mundo s a seguros;3468.92758000008;-1092.83005000003;2376.09753000005;1805.0264;4181.12393;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
31;Occidental C.A., Seguros La;occidental c a seguros la;154333.80464;-136926.42567;17407.3789700002;3337.96039;20745.33936;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
32;Oceánica de Seguros, C.A. (antes Grasp, C.A.);oceanica;8067.62872000001;-8353.69301999998;-286.064299999972;1695.10716;1409.04286;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
33;Oriental de Seguros C.A., La;oriental de seguros c a la;3769.94565999999;-14322.29111;-10552.34545;1952.21364;-8600.13181;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
34;Pirámide C.A., Seguros;piramide;92918.0506300004;-84271.2361899999;8646.81444000042;-4112.07837;4534.73607;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
35;Previsora, C.N.A. de Seguros La;previsora c n a de seguros la;40641.7025400002;-14472.9279;26168.7746400002;-9695.1388;16473.63584;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
36;Primus Seguros C.A.;primus seguros c a;-1606.3573;11.38864;-1594.96866;307.56963;-1287.39903;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
37;Proseguros, S.A.;proseguros s a;8026.03616999999;-4332.29938000002;3693.73678999997;2356.42548;6050.16227;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
38;Provincial S.A., Seguros;provincial s a seguros;10002.72609;-2650.24001;7352.48607999999;3774.53246;11127.01854;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
39;Qualitas C.A., Seguros;qualitas c a seguros;56940.3172399998;-12423.27603;44517.0412099998;-33921.1046;10595.93661;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
40;Regional, C.A. de Seguros La   1/;regional c a de seguros la 1/;0.0;0.0;0.0;0.0;0.0;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
41;Universal de Seguros C.A.;universal de seguros c a;12653.60767;-10405.35446;2248.25320999999;-823.75283;1424.50038;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
42;Universitas, C.A. Seguros;universitas c a seguros;-4515.6675300002;36383.6057799999;31867.9382499997;-26997.88282;4870.05543;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
43;Venezolana de Seguros y Vida C.A., La;venezolana de seguros y vida c a la;37858.3702600001;-35932.09358;1926.27668000011;3761.60953;5687.88621;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
44;Venezuela C.A., Seguros;venezuela c a seguros;11297.967;3025.23937;14323.20637;7332.63991;21655.84628;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
45;Virgen del Valle C.A., Seguros;virgen del valle c a seguros;-940.97911;0.0;-940.97911;-37.62541;-978.60452;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
46;Vitalicia, C.A., Seguros La;vitalicia c a seguros la;-48997.4419799999;74508.1690900002;25510.7271100003;-17270.03115;8240.69596;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
47;Zuma Seguros, C.A. (antes Bancentro C.A., Seguros );zuma seguros c a (antes bancentro c ;6549.48899000004;-631.040620000001;5918.44837000004;1235.89239;7154.34076;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
48;Zurich Seguros, S.A.;zurich seguros s a;90788.9383900001;-20621.28382;70167.65457;19231.52807;89399.18264;;;2015;1;2015-01-31;cuadro-de-resultados-2015.xlsx
1;Adriática de Seguros, C.A.;adriatica de seguros c a;-517.29649;0.0;-517.29649;536.26274;18.96625;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
2;Altamira C.A., Seguros;altamira c a seguros;208412.26536;-240349.06302;-31936.7976600002;107038.08065;75101.28299;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
3;American International, C.A. de Seguros;american international c a de seguro;42726.3812799999;-23707.42743;19018.9538499999;4729.32649;23748.28034;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
4;Andes C.A., Seguros Los;andes c a seguros los;-31595.4404999998;-53141.19447;-84736.6349699998;517.99245;-84218.64252;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
5;Aseguradora Nacional Unida Uniseguros, S.A.;aseguradora nacional unida uniseguro;114150.64901;-96047.09572;18103.5532900001;6045.07176;24148.62505;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
6;Ávila C.A., de Seguros;avila c a de seguros;-9238.6192;495.512440000005;-8743.10676;9671.91308;928.80632;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
7;Banesco Seguros C.A.;banesco;105396.912310001;-97239.2443499999;8157.66796000058;12917.08641;21074.75437;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
8;Atrio Seguros C.A., (antes Seguros Comerciales Bolívar);atrio seguros c a (antes seguros com;3431.28193999999;992.3429;4423.62483999999;-6316.70676;-1893.08192;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
9;Bolivariana de Seguros y Reaseguros, C.A.;bolivariana de seguros y reaseguros ;1755.41842;50.5228700000001;1805.94129;-616.13661;1189.80468;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
10;Canarias de Venezuela C.A., Seguros;canarias de venezuela c a seguros;-104917.71675;108009.1786;3091.46184999974;20601.44746;23692.90931;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
11;Carabobo C.A., Seguros;carabobo c a seguros;3668.60606000006;-3223.96715;444.63891000006;536.93518;981.57409;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
12;Caracas de Liberty Mutual C.A., Seguros;caracas;958861.267110001;-240247.33815;718613.928960001;228272.56054;946886.4895;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
13;Caroní, C.A., Seguros;caroni c a seguros;-43926.7957399999;52143.4638800001;8216.66814000016;-746.35182;7470.31632;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
14;Catatumbo C.A., Seguros;catatumbo c a seguros;12419.1429600001;-21336.9603099999;-8917.81734999982;23983.27448;15065.45713;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
15;Constitución C.A., Seguros;constitucion;119542.27098;-89740.3294799999;29801.9415000001;-24088.56406;5713.37744;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
16;Corporativos C.A., Seguros;corporativos c a seguros;29102.22563;-592.92642;28509.29921;-5198.08839;23311.21082;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
17;Estar Seguros, S.A. (antes Royal & Sunalliance, S.A.);estar seguros s a (antes royal & sun;81266.4406500004;-87624.8594300001;-6358.41877999973;10727.04266;4368.62388;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
18;Fé C.A., Seguros La;fe c a seguros la;47696.6425;0.0;47696.6425;-14083.52491;33613.11759;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
19;Federal C.A., Seguros;federal c a seguros;-446880.49208;-95096.14637;-541976.63845;-17752.15704;-559728.79549;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
20;Guayana C.A., Seguros;guayana c a seguros;11030.63979;1474.25217;12504.89196;1588.1432;14093.03516;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
21;Hispana de Seguros, C.A.;hispana;-190.552490000027;9878.53401;9687.98151999997;-4777.39701;4910.58451;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
22;Horizonte, C.A. Seguros;horizonte c a seguros;388726.303680001;-26517.75719;362208.546490001;-137050.99612;225157.55037;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
23;Iberoamericana de Seguros C.A.;iberoamericana de seguros c a;53896.59559;-18538.02902;35358.56657;-17315.6557;18042.91087;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
24;Interbank Seguros S.A.;interbank seguros s a;4050.38268;-4876.99489;-826.612210000001;4148.27886;3321.66665;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
25;Internacional, C.A. de Seguros La;La Internacional;1825.05066000003;-1084.51156;740.539100000029;-249.45384;491.08526;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
26;Mapfre La Seguridad, C.A. de Seguros;mapfre;65440.1264899997;14284.60504;79724.7315299997;115253.73895;194978.47048;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
27;Mercantil C.A., Seguros;mercantil;107750.972490003;-59426.38133;48324.5911600032;113730.26562;162054.85678;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
28;Multinacional de Seguros C.A.;multinacional de seguros c a;94741.5566800002;-53014.74939;41726.8072900002;797.727789999999;42524.53508;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
29;Mundial, C.A.V. de Seguros de Crédito La;mundial c a v de seguros de credito ;2142.60637;-3414.04123;-1271.43486;113.45357;-1157.98129;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
30;Nuevo Mundo S.A., Seguros;nuevo mundo s a seguros;7167.14861000019;-9261.64377000008;-2094.49515999988;10392.73826;8298.2431;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
31;Occidental C.A., Seguros La;occidental c a seguros la;-244642.50576;288208.54412;43566.03836;5588.258;49154.29636;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
32;Oceánica de Seguros, C.A. (antes Grasp, C.A.);oceanica;16796.9718600001;-16415.36713;381.604730000097;646.08813;1027.69286;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
33;Oriental de Seguros C.A., La;oriental de seguros c a la;-38368.9819799998;-7292.33916000002;-45661.3211399998;3501.2503;-42160.07084;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
34;Pirámide C.A., Seguros;piramide;41558.8325500002;-17006.24322;24552.5893300002;-10544.78136;14007.80797;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
35;Previsora, C.N.A. de Seguros La;previsora c n a de seguros la;25741.6854799996;21010.01926;46751.7047399996;37293.56537;84045.27011;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
36;Primus Seguros C.A.;primus seguros c a;-3047.41822;11.38864;-3036.02958;-424.88608;-3460.91566;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
37;Proseguros, S.A.;proseguros s a;27155.4126300001;-29732.4120300001;-2576.99940000001;5033.90162;2456.90222;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
38;Provincial S.A., Seguros;provincial s a seguros;22544.37956;-3691.31756;18853.062;7179.72409;26032.78609;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
39;Qualitas C.A., Seguros;qualitas c a seguros;55471.6779399995;4612.17370999999;60083.8516499995;-47350.64634;12733.20531;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
40;Regional, C.A. de Seguros La   1/;regional c a de seguros la 1/;0.0;0.0;0.0;0.0;0.0;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
41;Universal de Seguros C.A.;universal de seguros c a;5745.51175999996;-10874.8602;-5129.34844000004;-2785.29351;-7914.64195;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
42;Universitas, C.A. Seguros;universitas c a seguros;93480.9285100004;-56747.5179299999;36733.4105800005;-30922.44303;5810.96755;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
43;Venezolana de Seguros y Vida C.A., La;venezolana de seguros y vida c a la;87292.5135699997;-82468.18854;4824.32502999976;8137.19782;12961.52285;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
44;Venezuela C.A., Seguros;venezuela c a seguros;3077.28138000002;-6431.06284;-3353.78145999997;13986.18195;10632.40049;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
45;Virgen del Valle C.A., Seguros;virgen del valle c a seguros;-483.87059;0.0;-483.87059;-105.95427;-589.82486;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
46;Vitalicia, C.A., Seguros La;vitalicia c a seguros la;-201823.81194;216986.2734;15162.4614600005;-2981.96025;12180.50121;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
47;Zuma Seguros, C.A. (antes Bancentro C.A., Seguros );zuma seguros c a (antes bancentro c ;-12036.20903;1207.56212;-10828.64691;-1497.4172;-12326.06411;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
48;Zurich Seguros, S.A.;zurich seguros s a;86212.5185200001;-28912.19417;57300.3243500001;34234.29337;91534.61772;;;2015;2;2015-02-28;cuadro-de-resultados-2015.xlsx
1;Adriática de Seguros, C.A.;adriatica de seguros c a;-692.367990000001;0.0;-692.367990000001;1070.18107;377.81308;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
2;Altamira C.A., Seguros;altamira c a seguros;393028.316440001;-221335.41153;171692.904910001;79056.76234;250749.66725;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
3;American International, C.A. de Seguros;american international c a de seguro;65301.6635599998;-45864.54559;19437.1179699998;4037.67541;23474.79338;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
4;Andes C.A., Seguros Los;andes c a seguros los;-55254.2726400001;-36653.6761300001;-91907.9487700002;18478.40318;-73429.54559;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
5;Aseguradora Nacional Unida Uniseguros, S.A.;aseguradora nacional unida uniseguro;145215.75815;-139424.94088;5790.81726999998;7213.24883;13004.0661;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
6;Ávila C.A., de Seguros;avila c a de seguros;-13795.48675;5083.96451;-8711.52224000002;9974.07746;1262.55522;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
7;Banesco Seguros C.A.;banesco;-68616.5621000003;60561.1068799999;-8055.45522000037;20111.05013;12055.59491;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
8;Atrio Seguros C.A., (antes Seguros Comerciales Bolívar);atrio seguros c a (antes seguros com;3688.41915000001;137.224720000002;3825.64387000001;-6646.72572;-2821.08185;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
9;Bolivariana de Seguros y Reaseguros, C.A.;bolivariana de seguros y reaseguros ;5369.25724999999;-2538.07838;2831.17886999999;-2254.76253;576.41634;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
10;Canarias de Venezuela C.A., Seguros;canarias de venezuela c a seguros;-443394.77046;456998.6298;13603.8593400002;27094.8048;40698.66414;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
11;Carabobo C.A., Seguros;carabobo c a seguros;-8028.10536999993;-7394.84039;-15422.9457599999;295.02244;-15127.92332;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
12;Caracas de Liberty Mutual C.A., Seguros;caracas;735475.387539998;-284862.55265;450612.834889998;308731.00021;759343.8351;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
13;Caroní, C.A., Seguros;caroni c a seguros;-74643.6396099997;82163.32726;7519.68765000033;608.389240000002;8128.07689;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
14;Catatumbo C.A., Seguros;catatumbo c a seguros;-47743.5311599997;-22990.8855599999;-70734.4167199997;90182.75439;19448.33767;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
15;Constitución C.A., Seguros;constitucion;479528.80767;-353406.71361;126122.09406;-94135.70987;31986.38419;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
16;Corporativos C.A., Seguros;corporativos c a seguros;18690.13207;-8680.64557;10009.4865;2226.10041;12235.58691;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
17;Estar Seguros, S.A. (antes Royal & Sunalliance, S.A.);estar seguros s a (antes royal & sun;144987.292;-154750.75419;-9763.46219000033;16502.05098;6738.58879;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
18;Fé C.A., Seguros La;fe c a seguros la;36132.11835;0.0;36132.11835;-13060.32681;23071.79154;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
19;Federal C.A., Seguros;federal c a seguros;-478973.69493;-128677.76839;-607651.46332;-29759.39093;-637410.85425;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
20;Guayana C.A., Seguros;guayana c a seguros;3935.84174;3052.01715000001;6987.85889000001;1570.53262;8558.39151;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
21;Hispana de Seguros, C.A.;hispana;20580.49481;-6352.25909;14228.23572;-11756.43924;2471.79648;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
22;Horizonte, C.A. Seguros;horizonte c a seguros;395301.48071;-54647.95932;340653.52139;41122.00145;381775.52284;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
23;Iberoamericana de Seguros C.A.;iberoamericana de seguros c a;88914.0679999999;-47678.47502;41235.5929799999;-28522.32835;12713.26463;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
24;Interbank Seguros S.A.;interbank seguros s a;-1953.75249000001;-5390.23545;-7343.98794000002;5545.11962;-1798.86832;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
25;Internacional, C.A. de Seguros La;La Internacional;2075.77280999998;-4075.82531;-2000.05250000002;2489.50161;489.44911;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
26;Mapfre La Seguridad, C.A. de Seguros;mapfre;209929.979330002;-27183.7043100001;182746.275020002;148125.55056;330871.82558;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
27;Mercantil C.A., Seguros;mercantil;79946.5236199971;-6968.83672999999;72977.6868899971;190401.17176;263378.85865;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
28;Multinacional de Seguros C.A.;multinacional de seguros c a;75387.6548399996;-64026.76179;11360.8930499996;2156.45638;13517.34943;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
29;Mundial, C.A.V. de Seguros de Crédito La;mundial c a v de seguros de credito ;3694.9456;-5809.4634;-2114.5178;174.53367;-1939.98413;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
30;Nuevo Mundo S.A., Seguros;nuevo mundo s a seguros;15443.2847499999;-18879.51041;-3436.22566000012;13843.21058;10406.98492;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
31;Occidental C.A., Seguros La;occidental c a seguros la;-473734.495550002;561763.15816;88028.6626099979;-3673.89355;84354.76906;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
32;Oceánica de Seguros, C.A. (antes Grasp, C.A.);oceanica;29021.16594;-28301.21322;719.952720000017;498.06659;1218.01931;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
33;Oriental de Seguros C.A., La;oriental de seguros c a la;-68729.8812900002;13700.11428;-55029.7670100002;4988.01459;-50041.75242;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
34;Pirámide C.A., Seguros;piramide;-29393.4402599997;312594.30164;283200.86138;-79096.75019;204104.11119;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
35;Previsora, C.N.A. de Seguros La;previsora c n a de seguros la;-256124.044410001;9236.11116000001;-246887.933250001;132948.66872;-113939.26453;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
36;Primus Seguros C.A.;primus seguros c a;-4766.44883;12.69657;-4753.75226;-118.8748;-4872.62706;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
37;Proseguros, S.A.;proseguros s a;34571.6009600001;-38167.04061;-3595.43964999992;6233.02666;2637.58701;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
38;Provincial S.A., Seguros;provincial s a seguros;34645.90921;-5139.24818;29506.66103;10404.81034;39911.47137;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
39;Qualitas C.A., Seguros;qualitas c a seguros;117118.96135;19329.6064099998;136448.56776;-111979.71331;24468.85445;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
40;Regional, C.A. de Seguros La   1/;regional c a de seguros la 1/;0.0;0.0;0.0;0.0;0.0;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
41;Universal de Seguros C.A.;universal de seguros c a;148.882479999951;-12077.96589;-11929.0834100001;-429.27418;-12358.35759;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
42;Universitas, C.A. Seguros;universitas c a seguros;14019.0041800004;43758.6421700002;57777.6463500006;-51767.62344;6010.02291;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
43;Venezolana de Seguros y Vida C.A., La;venezolana de seguros y vida c a la;149422.03767;-131185.83755;18236.20012;12923.55215;31159.75227;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
44;Venezuela C.A., Seguros;venezuela c a seguros;5551.64095;-9550.20989;-3998.56894;28985.95581;24987.38687;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
45;Virgen del Valle C.A., Seguros;virgen del valle c a seguros;-4197.66853;0.0;-4197.66853;-195.29822;-4392.96675;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
46;Vitalicia, C.A., Seguros La;vitalicia c a seguros la;-385078.613869999;416238.64683;31160.0329600011;-11503.14698;19656.88598;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
47;Zuma Seguros, C.A. (antes Bancentro C.A., Seguros );zuma seguros c a (antes bancentro c ;7726.14192000001;-135.48858;7590.65334000001;-4219.38764;3371.2657;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
48;Zurich Seguros, S.A.;zurich seguros s a;153262.86084;-146623.04978;6639.81105999991;25732.36145;32372.17251;;;2015;3;2015-03-31;cuadro-de-resultados-2015.xlsx
